topic,subtopic,content
Efusi Perikardium,Pengertian Efusi Perikardium,"Perikardium terdiri dari dua lapisan tipis yang menyelubungi jantung. Satu lapis menempel pada jantung dan satu lapis yang lain membatasi jantung dari organ sekitarnya. Di antara kedua lapisan ini terdapat celah kecil berisi cairan yang berfungsi untuk melumasi jantung agar dapat berdenyut atau memompa darah dengan mudah.

Efusi perikardium terjadi ketika kadar cairan di antara ruang perikardium melebihi jumlah normalnya. Pada efusi perikardium, kadar cairan bisa sebanyak 100 mililiter hingga lebih dari 2 liter, padahal normalnya, cairan tersebut hanya sebanyak 2â3 sendok makan.
"
Efusi Perikardium,Penyebab Efusi Perikardium,"Penyebab efusi perikardium sangat bervariasi, antara lain:
- Peradangan pada perikardium (perikarditis), baik akibat penyakit maupun cedera

- Kanker perikardium, kanker jantung, atau kanker yang menyebar dari paru-paru, kelenjar getah bening, atau payudara

- Infeksi yang disebabkan oleh bakteri, virus, jamur, atau parasit
- Penyakit autoimun, seperti rheumatoid arthritis, lupus, atau sindrom SjÃ¶gren

- Hipotiroidisme
- Gagal ginjal
- Serangan jantung
- Efek samping prosedur medis, seperti radioterapi, kemoterapi, atau operasi jantung

- Efek samping obat-obatan tertentu, seperti obat tekanan darah tinggi, obat tuberkulosis, dan obat antikejang

Meski ada banyak kondisi atau penyakit yang dapat menyebabkan efusi perikardium, tidak sedikit pula kejadian efusi perikardium yang tidak diketahui penyebabnya. Hal ini disebut dengan idiopathic pericardial effusion.Â
"
Efusi Perikardium,Gejala Efusi Perikardium,"Efusi perikardium mungkin saja tidak menimbulkan gejala jika penumpukan cairan terjadi secara perlahan atau belum terlalu banyak. Namun, bila cairan di perikardium menumpuk dengan cepat dan dalam jumlah besar, atau sampai menekan jantung (tamponade jantung), penderita dapat mengalami keluhan, seperti:
- Sesak napas (dispnea)
- Dada terasa tertekan
- Nyeri dada, biasanya di dada sebelah kiri

- Napas terasa tidak nyaman ketika berbaring
- Jantung berdebar
- Sakit kepala ringan atau malah berat hingga seperti akan pingsan
- Perut atau kaki membengkak
- Mudah lelah
- Perubahan status mental, seperti gelisah atau cemasÂ 
- Demam, bila terjadi infeksi atau peradangan
Jika efusi perikardium cukup besar dan menekan jaringan atau saraf di sekitarnya, gejala-gejala berikut juga bisa terjadi:
- Sulit menelan
- Cegukan
- Batuk
- Suara serak
"
Efusi Perikardium,Gejala Efusi Perikardium: Kapan harus ke dokter,"Segera ke IGD atau hubungi layanan ambulans jika orang di sekitar Anda mengalami nyeri dada yang berlangsung lebih dari 5 menit, sulit atau sakit saat bernapas, dan pingsan tanpa penyebab yang jelas.
Penanganan oleh dokter di rumah sakit perlu segera dilakukan jika terjadi gejala-gejala berikut:
- Napas cepat
- Jantung berdebar
- Bibir dan ujung-ujung jari membiru (sianosis)
- Sakit kepala hingga terasa seperti akan pingsan
- Syok, yang ditandai dengan kulit lembap, lengan dan kaki yang dingin, mual muntah, dan kulit pucat
"
Efusi Perikardium,Diagnosis Efusi Perikardium,"Dokter akan terlebih dahulu mengajukan pertanyaan kepada pasien mengenai hal-hal berikut:
- Gejala yang muncul
- Penyakit lain yang pernah diderita
Selanjutnya, dokter akan melakukan pemeriksaan fisik dengan mendengarkan suara denyut jantung pasien menggunakan stetoskop. Jika pasien diduga menderita efusi perikardium, dokter akan melakukan pemeriksaan penunjang di bawah ini untuk lebih memastikan diagnosis:
- Ekokardiografi, untuk mengukur jumlah cairan di perikardium dan mendeteksi penurunan fungsi jantung akibat tekanan pada jantungÂ 

- Elektrokardiogram (EKG), untuk melihat aktivitas listrik jantung
- Foto Rontgen dada, untuk mencari tanda-tanda pembesaran jantung
- Pemeriksaan sampel cairan perikardium (perikardiosentesis), untuk mendeteksi kemungkinan terjadinya infeksi pada cairan perikardium
"
Efusi Perikardium,Pengobatan Efusi Perikardium,"Pengobatan efusi perikardium dapat dilakukan berdasarkan ada tidaknya tamponade jantung. Berikut ini adalah penjelasannya:
"
Efusi Perikardium,Pengobatan Efusi Perikardium: Pemberian obat-obatan,"Dokter akan meresepkan obat untuk mengurangi peradangan pada perikardium jika pasien tidak berisiko mengalami tamponade jantung. Obat-obatan yang diberikan dapat berupa:
- Aspirin
- Obat antiinflamasi nonsteroid (OAINS), misalnya ibuprofen
- Kortikosteroid, seperti prednisone

- Colchicine
"
Efusi Perikardium,Pengobatan Efusi Perikardium: Tindakan medis,"Dokter akan melakukan prosedur medis jika obat-obatan tidak efektif dan bila pasien menderita atau berisiko terserang tamponade jantung. Beberapa prosedur tersebut adalah:
- Perikardiosentesis, dengan memasang kateter selama beberapa hari, untuk mengeluarkan cairan yang menumpuk di perikardium
- Operasi jantung terbuka (open-heart surgery), untuk mengeluarkan darah atau cairan dari perikardium, memperbaiki kerusakan di perikardium, dan terkadang memasang selang dari rongga perikardium ke rongga perut supaya cairan bisa mengalir ke area tersebut kemudian terserap

- Perikardiotomi balon perkutan, untuk membuat lubang drainase pada perikardium yang kemudian dibesarkan dengan balon, menggunakan metode kateterisasi

- Perikardiektomi, untuk mengangkat sebagian atau keseluruhan perikardium, bagi pasien yang sudah mengalami efusi perikardium berkali-kali meski sudah ditangani dengan metode lain
"
Efusi Perikardium,Komplikasi Efusi Perikardium,"Efusi perikardium yang berlangsung cepat dan jumlah cairannya banyak dapat mengganggu fungsi jantung dalam memompa darah. Kondisi yang disebut dengan tamponade jantung ini bisa menyebabkan gagal organ, syok, bahkan kematian.
"
Efusi Perikardium,Pencegahan Efusi Perikardium,"Pada sebagian besar kasus, efusi perikardium tidak dapat dicegah. Namun, Anda bisa mengurangi risiko terkena penyakit yang dapat menyebabkan efusi perikardium, seperti infeksi, gagal ginjal, dan serangan jantung. Caranya adalah sebagai berikut:
- Menjalani pola hidup sehat, seperti mengonsumsi makanan bergizi seimbang, menjaga berat badan ideal, dan berolahraga secara rutin
- Mengonsumsi obat sesuai aturan pakai atau terlebih dahulu berkonsultasi online dengan dokter

- Melakukan pemeriksaan kesehatan ke dokter secara berkala jika menderita penyakit kronis, seperti penyakit autoimun, diabetes, atau hipertensi
"
Penyakit Jantung Koroner,Pengertian Penyakit Jantung Koroner,"Penyakit jantung koroner adalah kondisi ketika pembuluh darah jantung (arteri koroner) tersumbat oleh timbunan lemak. Pada awalnya, kondisi ini mungkin tidak menyebabkan gejala. Namun, sumbatan total pada arteri koroner dapat menyebabkan serangan jantung.
Arteri koroner adalah pembuluh darah yang mengalirkan darah kaya oksigen ke otot jantung. Penumpukan lemak di arteri koroner membuat pembuluh darah ini menyempit dan mengeras. Akibatnya, aliran darah dan asupan oksigen ke otot jantung berkurang.

Ketika asupan oksigen berkurang, otot jantung bisa rusak sehingga kemampuannya untuk bekerja juga menjadi terbatas. Hal inilah yang menyebabkan gejala serangan jantung, seperti nyeri dada kiri dan sesak napas.
Berdasarkan data WHO pada tahun 2019, ada 17,9 juta penduduk di dunia yang meninggal karena penyakit jantung dan pembuluh darah (kardiovaskular), di antaranya akibat penyakit jantung koroner (PJK). Sementara di Indonesia, tercatat lebih dari 2 juta orang menderita penyakit kardiovaskular pada tahun 2018.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner,"Penyakit jantung koroner paling sering disebabkan oleh penumpukan plak lemak (aterosklerosis) di dalam arteri koroner. Jika plak makin tebal, arteri koroner akan menyempit dan menjadi kaku. Akibatnya, pasokan darah ke jantung tidak optimal sehingga seseorang mengalami gejala penyakit jantung koroner.
Pada beberapa kasus, penyakit jantung koroner bisa terjadi karena gumpalan darah yang terbentuk untuk memperbaiki dinding pembuluh darah yang rusak. Kerusakan dinding pembuluh darah ini umumnya juga berkaitan dengan aterosklerosis.
Ada kondisi atau penyakit yang dapat meningkatkan risiko terjadinya aterosklerosis atau penggumpalan darah, antara lain:
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Rokok,"Rokok adalah faktor risiko utama penyakit jantung koroner. Kandungan nikotin dan karbon monoksida yang terdapat di dalam rokok bisa meningkatkan risiko terjadinya penggumpalan darah.
Di samping itu, bahan kimia lain yang berasal dari pembakaran rokok juga dapat merusak dinding pembuluh darah jantung dan menyempitkan arteri koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Diabetes,"Kadar gula darah tinggi (hiperglikemia) dalam jangka panjang dapat menyebabkan dinding pembuluh darah menebal dan mengeras sehingga aliran darah ke jantung terhambat. Kondisi ini juga diketahui membuat penderita diabetes dua kali lipat lebih berisiko terserang penyakit jantung koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Trombosis,"Trombosis adalah bekuan darah yang dapat terbentuk di pembuluh darah vena atau arteri. Bila terbentuk di arteri koroner, bekuan darah tersebut akan menghambat aliran darah ke jantung sehingga meningkatkan risiko terjadinya serangan jantung.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Tekanan darah tinggi,"Hipertensi yang tidak diobati dapat menyebabkan pembuluh darah koroner menebal dan menyempit. Kondisi tersebut dapat menghambat aliran darah ke otot jantung dan menyebabkan penyakit jantung koroner,Â sehingga penyakit jantung koroner termasuk ke dalam hypertensive heart disease.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Kolesterol tinggi,"Kadar kolesterol tinggi (hiperkolesterolemia) atau dislipidemia dapat meningkatkan risiko terjadinya aterosklerosis. Risiko terjadinya penyakit jantung koroner akan meningkat jika kadar kolesterol jahat (LDL) tinggi dan kadar kolesterol baik (HDL) rendah.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Berat badan berlebih,"Berat badan berlebih atau obesitas adalah ketika seseorang memiliki indeks massa tubuh (IMT) lebih dari 30. Kelebihan berat badan disebabkan oleh penumpukan lemak. Hal ini bisa meningkatkan risiko seseorang terkena penyakit jantung koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Kurang aktivitas fisik,"Kurang berolahraga atau beraktivitas fisik bisa menyebabkan plak menumpuk di arteri koroner. Plak yang menumpuk kemudian akan menyumbat arteri jantung sehingga mengakibatkan penyakit jantung koroner dan serangan jantung.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Pola makan tidak sehat,"Risiko penyakit jantung koroner bisa meningkat akibat pola makan yang tidak sehat, seperti mengonsumsi makanan tinggi gula dan tinggi garam, maupun mengandung lemak jenuh atau lemak trans.
Mengonsumsi makanan tinggi gula dapat meningkatkan risiko atau memperburuk diabetes pada penderitanya. Selain itu, konsumsi makanan tinggi garam bisa mengakibatkan hipertensi. Makanan dengan kandungan lemak jenuh dan lemak trans juga meningkatkan penumpukan plak lemak di dalam arteri koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Riwayat kesehatan keluarga,"Risiko penyakit jantung koroner lebih tinggi pada orang yang keluarganya pernah mengalami penyakit jantung. Risiko tersebut akan makin tinggi bila:
- Memiliki ayah atau saudara laki-laki yang terdiagnosis penyakit jantung sebelum usia 55 tahun
- Memiliki ibu atau saudara perempuan yang terserang penyakit jantung sebelum usia 65 tahun
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Jenis kelamin,"Penyakit jantung koroner lebih sering dialami pria daripada wanita. Hal ini karena kadar hormon estrogren pada wanita lebih tinggi dibandingkan pada pria. Salah satu fungsi penting hormon estrogen itu sendiri adalah mengurangi risiko terbentuknya aterosklerosis.
Sementara risiko wanita terserang penyakit jantung koroner akan meningkat ketika memasuki masa menopause. Hal ini karena kadar hormon estrogen yang mulai menurun menjelang masa menopause.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Usia,"Seiring pertambahan usia, arteri koroner akan menyempit dan menjadi lebih kaku sehingga menyebabkan tekanan darah meningkat. Kondisi ini yang membuat orang yang berusia di atas 65 tahun lebih rentan terkena penyakit jantung koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Sleep apnea,"Sleep apnea bisa meningkatkan risiko terkena penyakit jantung koroner. Hal ini karena kondisi tersebut mengakibatkan penumpukan kalsium dan plak lemak di arteri koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Stres,"Penelitian menunjukkan bahwa stres yang tidak dikelola dengan baik meningkatkan jumlah plak lemak di dalam arteri koroner. Kondisi ini juga meningkatkan risiko terbentuknya gumpalan darah yang dapat menyumbat arteri koroner sehingga terjadilah penyakit jantung koroner.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Alkohol,"Konsumsi minuman beralkohol secara berlebihan dapat merusak otot jantung dan memperburuk kondisi orang yang memiliki faktor risiko penyakit jantung koroner, seperti hipertensi dan obesitas.
"
Penyakit Jantung Koroner,Penyebab Penyakit Jantung Koroner: Preeklamsia,"Preeklamsia adalah komplikasi kehamilan yang ditandai dengan hipertensi dan kadar protein tinggi dalam urine. Kondisi ini meningkatkan risiko gangguan di jantung, termasuk penyakit jantung koroner.
"
Penyakit Jantung Koroner,Gejala Penyakit Jantung Koroner,"Ketika plak lemak di arteri koroner belum terlalu tebal, penyakit jantung koroner bisa tidak menimbulkan gejala sama sekali. Namun, bila plak lemak makin tebal, dapat muncul keluhan berikut:
"
Penyakit Jantung Koroner,Gejala Penyakit Jantung Koroner: Angina,"Angina adalah nyeri dada akibat berkurangnya suplai darah ke otot jantung. Kondisi ini dapat berlangsung beberapa menit dan biasanya dipicu oleh aktivitas fisik atau stres. Meski umumnya tidak mengancam nyawa, angina dapat menjadi tanda bahwa tubuh berisiko terkena serangan jantung atau stroke.
Pada kasus yang ringan, angina dapat menimbulkan rasa tidak nyaman pada dada, seperti keluhan angin duduk. Gejala yang mungkin terjadi antara lain:
- Rasa berat atau tertekan di dada
- Mual
- Perut kembung
- Keringat dingin
- Lemas atau tidak enak badan
Sementara itu, serangan angina berat dapat menimbulkan rasa nyeri dan tertekan di dada yang bisa menjalar ke lengan, leher, dagu, perut, dan punggung.
"
Penyakit Jantung Koroner,Gejala Penyakit Jantung Koroner: Serangan Jantung,"Serangan jantung terjadi ketika arteri sudah tersumbat sepenuhnya. Kondisi ini harus segera ditangani agar tidak menyebabkan kerusakan permanen pada otot jantung.
Nyeri akibat serangan jantung mirip dengan angina. Perbedaannya, nyeri pada serangan jantung makin lama akan terasa lebih berat dan bisa terjadi meskipun penderita sedang beristirahat.
Gejala serangan jantung bisa berupa nyeri yang menjalar dari dada ke lengan, dagu, leher, perut, dan punggung. Nyeri tersebut dapat berlangsung selama lebih dari 15 menit. Penderita juga dapat mengalami pusing, berkeringat, mual, dan tubuh terasa lemas.
Serangan jantung bisa terjadi tiba-tiba, terutama pada penderita diabetes dan lansia.
"
Penyakit Jantung Koroner,Gejala Penyakit Jantung Koroner: Kapan Harus ke Dokter,"Segera cari pertolongan medis kapan pun Anda mengalami gejala serangan jantung. Jangan juga menunda pergi ke dokter jika mengalami gejala angina untuk pertama kalinya.
Bila memungkinkan, mintalah pertolongan pada seseorang untuk membawa Anda ke rumah sakit terdekat. Penting diingat bahwa jangan mengemudikan kendaraan seorang diri ke rumah sakit kecuali bila tidak ada pilihan lain.
Pada sebagian kasus, penderita penyakit jantung koroner tidak mengalami gejala apa pun sampai didiagnosis menderita kondisi ini. Oleh sebab itu, penting untuk menjalani pemeriksaan ke dokter secara berkala apabila Anda memiliki faktor risiko penyakit jantung koroner seperti yang telah dijelaskan di atas.
"
Penyakit Jantung Koroner,Diagnosis Penyakit Jantung Koroner,"Sebagai langkah awal, dokter akan menanyakan gejala, riwayat kesehatan pasien dan keluarganya, serta gaya hidup yang dijalani pasien, seperti merokok. Setelah itu, dokter akan mengukur tekanan darah pasien, detak jantung, dan tanda vital lainnya.
Selanjutnya, dokter akan memeriksa kadar kolesterol pasien dengan terlebih dahulu meminta pasien berpuasa 12 jam sebelum tes agar hasilnya akurat.
Untuk menegakkan diagnosis, dokter akan menjalankan beberapa pemeriksaan berikut:
"
Penyakit Jantung Koroner,Diagnosis Penyakit Jantung Koroner: Elektrokardiografi (EKG),"EKG bertujuan untuk merekam aktivitas listrik jantung pasien. Melalui EKG, dokter bisa mengetahui apakah pasien pernah atau sedang mengalami serangan jantung. EKG juga dapat membantu dokter menilai detak dan irama jantung pasien apakah tergolong normal atau tidak.
"
Penyakit Jantung Koroner,Diagnosis Penyakit Jantung Koroner: Stress test,"Bila gejala yang dialami pasien lebih sering muncul saat sedang beraktivitas, dokter akan menyarankan stress test. Pemeriksaan ini bertujuan untuk menilai kemampuan jantung bekerja saat beraktivitas.
Dalam stress test, pasien akan diminta berjalan di treadmill atau mengayuh sepeda statis sambil menjalani pemeriksaan EKG, ekokardiografi, atau CT scan pada saat yang bersamaan. Jika pasien tidak dapat beraktivitas, stress test dilakukan dengan mengonsumsi obat untuk meningkatkan detak jantung.
"
Penyakit Jantung Koroner,Diagnosis Penyakit Jantung Koroner: Kateterisasi jantung dan angiografi koroner,"Kateterisasi jantung dilakukan dengan memasukkan kateter melalui pembuluh darah di lengan atau paha untuk diarahkan ke jantung. Setelah itu, dokter akan melakukan prosedur angiografi koroner.
Angiografi koroner dilakukan dengan menggunakan foto Rontgen dan bantuan cairan kontras untuk melihat aliran darah pada pembuluh darah koroner. Melalui pemeriksaan ini, dokter dapat mengetahui bila ada penyumbatan di pembuluh darah koroner.
"
Penyakit Jantung Koroner,Diagnosis Penyakit Jantung Koroner: Ekokardiografi,"Ekokardiografi adalah pemeriksaan dengan menggunakan gelombang suara (USG), untuk menampilkan gambaran jantung pasien di monitor. Selama menjalankan ekokardiografi, dokter akan memeriksa apakah semua bagian dinding dan katup jantung berfungsi baik dalam memompa darah.
Dinding jantung yang bergerak lemah dapat disebabkan oleh kekurangan oksigen, atau kerusakan akibat serangan jantung. Hal tersebut bisa menjadi tanda penyakit jantung koroner.
Jika diperlukan, dokter dapat menjalankan beberapa pemeriksaan penunjang berikut untuk menegakkan diagnosis penyakit jantung koroner:
- CT scan atau MRI, untuk melihat kondisi jantung dan pembuluh darah lebih detail
- Pemeriksaan radionuklir, untuk mengukur aliran darah ke otot jantung saat beristirahat dan beraktivitas
"
Penyakit Jantung Koroner,Pengobatan Penyakit Jantung Koroner,"Pengobatan penyakit jantung koroner umumnya melibatkan perbaikan pola hidup yang akan dikombinasikan dengan obat-obatan atau prosedur medis. Dokter dapat menyarankan pasien untuk menjalani pola hidup sehat, yaitu dengan:
- Berhenti merokok
- Mengurangi atau menghentikan konsumsi minuman beralkohol
- Mengonsumsi makanan bergizi lengkap dan seimbang
- Mengelola stres dengan baik
- Menjaga berat badan ideal
- Berolahraga secara teratur
Dokter juga dapat meresepkan obat-obatan berikut untuk mengatasi penyakit jantung koroner:
- Pengencer darah, seperti aspirin, ticagrelor, dan clopidogrel, untuk membantu mencegah pembekuan darah
- Statin, seperti atorvastatin, simvastatin, rosuvastatin, untuk menurunkan kolesterol darah, terutama LDL dan trigliserida
- Obat penghambat enzim pengubah angiotensin (ACE inhibitors), seperti captopril dan enalapril, untuk mengatasi hipertensi
- Angiotensin II receptor blockers (ARB), seperti valsartan dan telmisartan, untuk menurunkan tekanan darah
- Penghambat beta (beta blockers), seperti bisoprolol dan metoprolol, untuk mencegah angina dan mengatasi hipertensi
- Antiangina, seperti trimetazidine atau ranolazine, untuk mengurangi terjadinya angina
- Nitrat, seperti nitrogliserin, untuk melebarkan pembuluh darah sehingga aliran darah ke otot jantung meningkat dan meringankan kerja jantung
- Antagonis kalsium, seperti amlodipine, verapamil, dan diltiazem, untuk melebarkan otot di pembuluh darah sehingga tekanan darah menurun
- Diuretik, untuk mengurangi beban jantung dalam memompa darah
Bila obat sudah tidak efektif untuk mengatasi gejala, pasien akan disarankan untuk menjalani operasi. Operasi juga dilakukan bila penyempitan pada pembuluh darah disebabkan oleh penumpukan ateroma.
Sejumlah metode operasi yang dapat dilakukan adalah:
"
Penyakit Jantung Koroner,Pengobatan Penyakit Jantung Koroner: Pemasangan ring jantung,"Pasang ring jantung atau angioplasti koroner dilakukan dengan memasukkan kateter ke bagian arteri yang menyempit. Setelah itu, dokter akan memasang ring (stent) di arteri untuk mencegah penyempitan kembali. Dengan begitu, aliran darah kembali lancar.
Prosedur ini dapat dilakukan secara terencana pada pasien dengan gejala angina, atau sebagai tindakan darurat pada orang yang mengalami serangan jantung.
"
Penyakit Jantung Koroner,Pengobatan Penyakit Jantung Koroner: Bypass jantung,"Prosedur ini dilakukan dengan mengambil pembuluh darah dari bagian tubuh lain, untuk ditempel (dicangkok) ke jantung dengan melewati area yang menyempit. Tujuannya adalah agar darah bisa mengalir lancar melalui rute baru tersebut.
Bypass jantung dilakukan dengan membedah dada pasien. Prosedur ini umumnya hanya dilakukan bila terdapat lebih dari satu arteri yang mengalami sumbatan berat.
"
Penyakit Jantung Koroner,Pengobatan Penyakit Jantung Koroner: Transplantasi jantung,"Tindakan ini dilakukan jika kerusakan jantung sudah sangat parah dan tidak dapat lagi diatasi dengan obat-obatan. Tranplantasi jantung dilakukan dengan mengganti jantung pasien yang rusak dengan jantung yang sehat dari pendonor.
"
Penyakit Jantung Koroner,Komplikasi Penyakit Jantung Koroner,"Penyakit jantung koroner jika tidak ditangani dengan baik dapat berujung ke serangan jantung hingga kematian. Selain itu, berkurangnya suplai darah menuju jantung dapat menyebabkan komplikasi lain, seperti:
- Hipertensi pulmonal, yaitu kondisi ketika tekanan darah di paru-paru meningkat dan menyebabkan pertukaran oksigen tidak optimal
- Kardiomiopati, yaitu kondisi ketika otot jantung mengalami kerusakan sehingga terlalu lemah untuk memompa darah
- Gagal jantung, akibat kondisi jantung yang tidak cukup kuat untuk memompa darah sehingga suplai oksigen ke tubuh tidak optimal
- Gangguan irama jantung (aritmia), ketika suplai darah ke jantung berkurang atau ada kerusakan di jaringan jantung yang memengaruhi impuls listrik jantung
"
Penyakit Jantung Koroner,Pencegahan Penyakit Jantung Koroner,"Cara untuk mencegah penyakit jantung koroner adalah dengan menjalani pola hidup sehat, seperti:
"
Penyakit Jantung Koroner,Pencegahan Penyakit Jantung Koroner: Mengonsumsi makanan sehat dan bergizi seimbang,"Perbanyaklah mengonsumsi makanan tinggi serat, seperti sayur dan buah. Selain itu, pastikan kadar garam pada makanan tidak lebih dari satu sendok teh sehari.
Hindari jenis makanan tinggi kolesterol. Makanan berkadar gula tinggi juga harus dihindari karena dapat meningkatkan risiko diabetes, yang merupakan salah satu faktor risiko penyakit jantung koroner.
Sebaliknya, tingkatkan kadar kolesterol baik atau HDL dengan memperbanyak konsumsi makanan tinggi lemak tak jenuh. Jenis makanan ini antara lain minyak ikan, minyak zaitun, minyak biji bunga matahari, minyak sayur, serta alpukat dan kacang-kacangan.
"
Penyakit Jantung Koroner,Pencegahan Penyakit Jantung Koroner: Berolahraga rutin,"Pola makan sehat yang dikombinasikan dengan olahraga rutin dapat menjaga berat badan ideal. Di samping itu, olahraga rutin dapat menurunkan kadar kolesterol dan menjaga tekanan darah tetap normal.
Luangkan waktu untuk berolahraga setidaknya 150 menit dalam seminggu, misalnya dengan jogging, senam, atau renang. Namun, bagi orang yang berisiko terserang penyakit jantung koroner, diskusikan terlebih dahulu dengan dokter mengenai jenis dan durasi olahraga yang tepat.
"
Penyakit Jantung Koroner,Pencegahan Penyakit Jantung Koroner: Mengonsumsi obat dengan benar,"Pastikan untuk mengikuti petunjuk dokter dalam mengonsumsi obat-obatan. Penting untuk diingat bahwa jangan menghentikan pengobatan tanpa berkonsultasi dengan dokter, karena berisiko memperburuk penyakit yang diderita.
Beberapa upaya lain untuk mencegah penyakit jantung koroner adalah:
- Berhenti merokok
- Membatasi konsumsi minuman beralkohol
-  Mengelola stres dengan baik
- Mempertahankan berat badan ideal
- Menjalani pemeriksaan tekanan darah, gula darah, dan kolesterol secara berkala
"
Takikardia Supraventrikular,Pengertian Takikardia Supraventrikular,"Takikardia supraventrikular adalah kondisi ketika jantung berdetak lebih cepat dari biasanya. Pada kasus yang parah, takikardia supraventrikular dapat menyebabkan henti jantung mendadak. Oleh karena itu, kondisi ini penting untuk diobati secara rutin.
Normalnya, jantung berdetak sekitar 60â100 detak/menit. Namun, pada penderita takikardia supraventrikular, detak jantung bisa mencapai 150â220 detak/menit secara tiba-tiba. Kondisi ini dapat terjadi ketika penderitanya sedang berolahraga atau bahkan saat tidak melakukan aktivitas apa pun.

"
Takikardia Supraventrikular,Pengertian Takikardia Supraventrikular,"Normalnya, jantung berdetak sekitar 60â100 detak/menit. Namun, pada penderita takikardia supraventrikular, detak jantung bisa mencapai 150â220 detak/menit secara tiba-tiba. Kondisi ini dapat terjadi ketika penderitanya sedang berolahraga atau bahkan saat tidak melakukan aktivitas apa pun.

"
Takikardia Supraventrikular,Penyebab Takikardia Supraventrikular,"Takikardia supraventrikular terjadi karena adanya gangguan pada sistem pacu listrik jantung. Hal ini membuat jantung berdetak dengan sangat cepat. Akibatnya, waktu yang dibutuhkan oleh jantung agar terisi darah sangat berkurang. Jika jantung tidak cukup terisi darah, aliran darah ke seluruh tubuh pun menjadi berkurang
Takikardia supraventrikular dapat disebabkan oleh:
- Penyakit paru-paru
- Penyakit tiroid, terutama hipertiroidisme

- Penyakit jantung
- Penyakit jantung bawaan
- Sindrom Wolf-Parkinson-White

Selain itu, ada beberapa kondisi yang diduga dapat meningkatkan risiko seseorang mengalami takikardia supraventrikular, yaitu:
- Usia 25â40 tahun
- Kehamilan
- Penyalahgunaan NAPZA, seperti kokain atau amphetamine

- Penggunaan obat-obatan, seperti obat asma, alergi, atau flu
- Konsumsi minuman berkafein dan beralkohol secara berlebihan
- Kebiasaan merokok
- Diabetes
- Sleep apneaÂ 

- Stres
- Pernah menjalani operasi jantung
"
Takikardia Supraventrikular,Gejala Takikardia Supraventrikular,"Gejala utama takikardia supraventrikular adalah detak jantung yang cepat. Kondisi ini dapat terjadi secara mendadak dan berlangsung dalam hitungan menit atau bahkan hari.Â
Selain detak jantung yang sangat cepat, penderita takikardia supraventrikular juga mengalami gejala berupa:
- PusingÂ 

- Nyeri dada
- Sesak napas
- Sakit kepala ringan
- Keringat dingin
- Mudah lelah
- Pingsan
- GelisahÂ 
Sementara itu, gejala takikardia supraventrikular pada bayi umumnya sulit dikenali. Namun, bayi dengan takikardia supraventrikular dapat menunjukkan tanda-tanda berikut:
- Tidak bisa atau sulit menyusu
- Napas cepat
- Kulit pucat
- Rewel
- Mudah berkeringat

"
Takikardia Supraventrikular,Gejala Takikardia Supraventrikular: Kapan harus ke dokter,"Segera lakukan pemeriksaan ke dokter jika Anda atau anak Anda merasakan jantung yang berdebar cepat dan disertai dengan gejala di atas, atau jika detak jantung cepat ini berlangsung lebih dari beberapa menit.
"
